gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000108946	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	17q24.2	protein_coding	6	969	0.62	96	16508	0.58	1094	393	35.92	103	9.41	6	Cancer Gene Census
ENSG00000113916	BCL6	BCL6 transcription repressor	3q27.3	protein_coding	6	969	0.62	220	16508	1.33	1094	279	25.50	58	5.30	6	Cancer Gene Census
ENSG00000119535	CSF3R	colony stimulating factor 3 receptor	1p34.3	protein_coding	6	969	0.62	243	16508	1.47	1094	133	12.16	259	23.67	6	Cancer Gene Census
ENSG00000123473	STIL	STIL centriolar assembly protein	1p33	protein_coding	6	969	0.62	247	16508	1.50	1094	138	12.61	251	22.94	6	Cancer Gene Census
ENSG00000125354	SEPTIN6	septin 6	Xq24	protein_coding	6	969	0.62	161	16508	0.98	1094	0	0.00	0	0.00	6	Cancer Gene Census
ENSG00000128191	DGCR8	DGCR8 microprocessor complex subunit	22q11.21	protein_coding	6	969	0.62	181	16508	1.10	1094	110	10.05	365	33.36	6	Cancer Gene Census
ENSG00000132170	PPARG	peroxisome proliferator activated receptor gamma	3p25.2	protein_coding	6	969	0.62	161	16508	0.98	1094	165	15.08	132	12.07	5	Cancer Gene Census
ENSG00000135903	PAX3	paired box 3	2q36.1	protein_coding	6	969	0.62	232	16508	1.41	1094	97	8.87	187	17.09	7	Cancer Gene Census
ENSG00000138413	IDH1	isocitrate dehydrogenase (NADP(+)) 1	2q34	protein_coding	6	969	0.62	600	16508	3.63	1094	112	10.24	168	15.36	8	Cancer Gene Census
ENSG00000138592	USP8	ubiquitin specific peptidase 8	15q21.2	protein_coding	6	969	0.62	199	16508	1.21	1094	78	7.13	260	23.77	6	Cancer Gene Census
ENSG00000139083	ETV6	ETS variant transcription factor 6	12p13.2	protein_coding	6	969	0.62	233	16508	1.41	1094	208	19.01	138	12.61	8	Cancer Gene Census
ENSG00000139263	LRIG3	leucine rich repeats and immunoglobulin like domains 3	12q14.1	protein_coding	6	969	0.62	246	16508	1.49	1094	183	16.73	94	8.59	6	Cancer Gene Census
ENSG00000140521	POLG	DNA polymerase gamma, catalytic subunit	15q26.1	protein_coding	6	969	0.62	226	16508	1.37	1094	140	12.80	198	18.10	6	Cancer Gene Census
ENSG00000140538	NTRK3	neurotrophic receptor tyrosine kinase 3	15q25.3	protein_coding	6	969	0.62	506	16508	3.07	1094	136	12.43	197	18.01	6	Cancer Gene Census
ENSG00000141380	SS18	SS18 subunit of BAF chromatin remodeling complex	18q11.2	protein_coding	6	969	0.62	83	16508	0.50	1094	165	15.08	242	22.12	6	Cancer Gene Census
ENSG00000141968	VAV1	vav guanine nucleotide exchange factor 1	19p13.3	protein_coding	6	969	0.62	277	16508	1.68	1094	165	15.08	180	16.45	6	Cancer Gene Census
ENSG00000143437	ARNT	aryl hydrocarbon receptor nuclear translocator	1q21.3	protein_coding	6	969	0.62	163	16508	0.99	1094	737	67.37	15	1.37	7	Cancer Gene Census
ENSG00000145216	FIP1L1	factor interacting with PAPOLA and CPSF1	4q12	protein_coding	6	969	0.62	152	16508	0.92	1094	137	12.52	189	17.28	6	Cancer Gene Census
ENSG00000147257	GPC3	glypican 3	Xq26.2	protein_coding	6	969	0.62	158	16508	0.96	1094	0	0.00	0	0.00	6	Cancer Gene Census
ENSG00000151702	FLI1	Fli-1 proto-oncogene, ETS transcription factor	11q24.3	protein_coding	6	969	0.62	201	16508	1.22	1094	90	8.23	458	41.86	6	Cancer Gene Census
ENSG00000157765	SLC34A2	solute carrier family 34 member 2	4p15.2	protein_coding	6	969	0.62	258	16508	1.56	1094	72	6.58	286	26.14	6	Cancer Gene Census
ENSG00000160957	RECQL4	RecQ like helicase 4	8q24.3	protein_coding	6	969	0.62	202	16508	1.22	1094	113	10.33	14	1.28	6	Cancer Gene Census
ENSG00000162613	FUBP1	far upstream element binding protein 1	1p31.1	protein_coding	6	969	0.62	229	16508	1.39	1094	133	12.16	258	23.58	6	Cancer Gene Census
ENSG00000163161	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit	2q14.3	protein_coding	6	969	0.62	179	16508	1.08	1094	93	8.50	167	15.27	6	Cancer Gene Census
ENSG00000163513	TGFBR2	transforming growth factor beta receptor 2	3p24.1	protein_coding	6	969	0.62	252	16508	1.53	1094	135	12.34	169	15.45	6	Cancer Gene Census
ENSG00000163518	FCRL4	Fc receptor like 4	1q23.1	protein_coding	6	969	0.62	225	16508	1.36	1094	742	67.82	15	1.37	7	Cancer Gene Census
ENSG00000164330	EBF1	EBF transcription factor 1	5q33.3	protein_coding	6	969	0.62	269	16508	1.63	1094	187	17.09	168	15.36	6	Cancer Gene Census
ENSG00000164398	ACSL6	acyl-CoA synthetase long chain family member 6	5q31.1	protein_coding	6	969	0.62	215	16508	1.30	1094	166	15.17	191	17.46	6	Cancer Gene Census
ENSG00000168646	AXIN2	axin 2	17q24.1	protein_coding	6	969	0.62	250	16508	1.51	1094	381	34.83	117	10.69	7	Cancer Gene Census
ENSG00000168685	IL7R	interleukin 7 receptor	5p13.2	protein_coding	6	969	0.62	328	16508	1.99	1094	311	28.43	70	6.40	6	Cancer Gene Census
ENSG00000175387	SMAD2	SMAD family member 2	18q21.1	protein_coding	6	969	0.62	176	16508	1.07	1094	143	13.07	277	25.32	5	Cancer Gene Census
ENSG00000178105	DDX10	DEAD-box helicase 10	11q22.3	protein_coding	6	969	0.62	174	16508	1.05	1094	90	8.23	468	42.78	6	Cancer Gene Census
ENSG00000180644	PRF1	perforin 1	10q22.1	protein_coding	6	969	0.62	172	16508	1.04	1094	136	12.43	175	16.00	6	Cancer Gene Census
ENSG00000182511	FES	FES proto-oncogene, tyrosine kinase	15q26.1	protein_coding	6	969	0.62	163	16508	0.99	1094	151	13.80	196	17.92	6	Cancer Gene Census
ENSG00000182866	LCK	LCK proto-oncogene, Src family tyrosine kinase	1p35.2	protein_coding	6	969	0.62	167	16508	1.01	1094	104	9.51	286	26.14	6	Cancer Gene Census
ENSG00000183579	ZNRF3	zinc and ring finger 3	22q12.1	protein_coding	6	969	0.62	207	16508	1.25	1094	109	9.96	403	36.84	7	Cancer Gene Census
ENSG00000196092	PAX5	paired box 5	9p13.2	protein_coding	6	969	0.62	252	16508	1.53	1094	165	15.08	208	19.01	6	Cancer Gene Census
ENSG00000196220	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	3p25.3	protein_coding	6	969	0.62	298	16508	1.81	1094	174	15.90	132	12.07	6	Cancer Gene Census
ENSG00000196531	NACA	nascent polypeptide associated complex subunit alpha	12q13.3	protein_coding	6	969	0.62	341	16508	2.07	1094	173	15.81	101	9.23	6	Cancer Gene Census
ENSG00000197157	SND1	staphylococcal nuclease and tudor domain containing 1	7q32.1	protein_coding	6	969	0.62	283	16508	1.71	1094	262	23.95	125	11.43	6	Cancer Gene Census
ENSG00000198053	SIRPA	signal regulatory protein alpha	20p13	protein_coding	6	969	0.62	145	16508	0.88	1094	316	28.88	111	10.15	7	Cancer Gene Census
ENSG00000198354	DCAF12L2	DDB1 and CUL4 associated factor 12 like 2	Xq25	protein_coding	6	969	0.62	394	16508	2.39	1094	0	0.00	0	0.00	6	Cancer Gene Census
ENSG00000198400	NTRK1	neurotrophic receptor tyrosine kinase 1	1q23.1	protein_coding	6	969	0.62	261	16508	1.58	1094	742	67.82	17	1.55	6	Cancer Gene Census
ENSG00000198561	CTNND1	catenin delta 1	11q12.1	protein_coding	6	969	0.62	273	16508	1.65	1094	181	16.54	177	16.18	6	Cancer Gene Census
ENSG00000198900	TOP1	DNA topoisomerase I	20q12	protein_coding	6	969	0.62	169	16508	1.02	1094	394	36.01	56	5.12	6	Cancer Gene Census
ENSG00000204209	DAXX	death domain associated protein	6p21.32	protein_coding	6	969	0.62	179	16508	1.08	1094	229	20.93	121	11.06	6	Cancer Gene Census
ENSG00000244405	ETV5	ETS variant transcription factor 5	3q27.2	protein_coding	6	969	0.62	161	16508	0.98	1094	285	26.05	51	4.66	6	Cancer Gene Census
ENSG00000033030	ZCCHC8	zinc finger CCHC-type containing 8	12q24.31	protein_coding	5	969	0.52	143	16508	0.87	1094	162	14.81	157	14.35	6	Cancer Gene Census
ENSG00000062822	POLD1	DNA polymerase delta 1, catalytic subunit	19q13.33	protein_coding	5	969	0.52	252	16508	1.53	1094	230	21.02	107	9.78	5	Cancer Gene Census
ENSG00000066117	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	12q13.12	protein_coding	5	969	0.52	102	16508	0.62	1094	165	15.08	109	9.96	5	Cancer Gene Census
ENSG00000073282	TP63	tumor protein p63	3q28	protein_coding	5	969	0.52	402	16508	2.44	1094	280	25.59	57	5.21	5	Cancer Gene Census
ENSG00000073921	PICALM	phosphatidylinositol binding clathrin assembly protein	11q14.2	protein_coding	5	969	0.52	143	16508	0.87	1094	152	13.89	340	31.08	5	Cancer Gene Census
ENSG00000074266	EED	embryonic ectoderm development	11q14.2	protein_coding	5	969	0.52	118	16508	0.71	1094	148	13.53	343	31.35	5	Cancer Gene Census
ENSG00000079805	DNM2	dynamin 2	19p13.2	protein_coding	5	969	0.52	286	16508	1.73	1094	193	17.64	148	13.53	5	Cancer Gene Census
ENSG00000089280	FUS	FUS RNA binding protein	16p11.2	protein_coding	5	969	0.52	141	16508	0.85	1094	397	36.29	150	13.71	5	Cancer Gene Census
ENSG00000104728	ARHGEF10	Rho guanine nucleotide exchange factor 10	8p23.3	protein_coding	5	969	0.52	318	16508	1.93	1094	142	12.98	510	46.62	6	Cancer Gene Census
ENSG00000105221	AKT2	AKT serine/threonine kinase 2	19q13.2	protein_coding	5	969	0.52	167	16508	1.01	1094	231	21.12	109	9.96	5	Cancer Gene Census
ENSG00000106462	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	7q36.1	protein_coding	5	969	0.52	223	16508	1.35	1094	246	22.49	139	12.71	5	Cancer Gene Census
ENSG00000107864	CPEB3	cytoplasmic polyadenylation element binding protein 3	10q23.32	protein_coding	5	969	0.52	107	16508	0.65	1094	42	3.84	150	13.71	5	Cancer Gene Census
ENSG00000109685	NSD2	nuclear receptor binding SET domain protein 2	4p16.3	protein_coding	5	969	0.52	389	16508	2.36	1094	92	8.41	276	25.23	5	Cancer Gene Census
ENSG00000111087	GLI1	GLI family zinc finger 1	12q13.3	protein_coding	5	969	0.52	328	16508	1.99	1094	172	15.72	99	9.05	6	Cancer Gene Census
ENSG00000112175	BMP5	bone morphogenetic protein 5	6p12.1	protein_coding	5	969	0.52	262	16508	1.59	1094	221	20.20	123	11.24	7	Cancer Gene Census
ENSG00000114354	TFG	trafficking from ER to golgi regulator	3q12.2	protein_coding	5	969	0.52	82	16508	0.50	1094	208	19.01	74	6.76	5	Cancer Gene Census
ENSG00000116044	NFE2L2	nuclear factor, erythroid 2 like 2	2q31.2	protein_coding	5	969	0.52	331	16508	2.01	1094	120	10.97	152	13.89	5	Cancer Gene Census
ENSG00000118515	SGK1	serum/glucocorticoid regulated kinase 1	6q23.2	protein_coding	5	969	0.52	213	16508	1.29	1094	172	15.72	263	24.04	5	Cancer Gene Census
ENSG00000119866	BCL11A	BAF chromatin remodeling complex subunit BCL11A	2p16.1	protein_coding	5	969	0.52	384	16508	2.33	1094	180	16.45	109	9.96	5	Cancer Gene Census
ENSG00000126746	ZNF384	zinc finger protein 384	12p13.31	protein_coding	5	969	0.52	131	16508	0.79	1094	228	20.84	124	11.33	5	Cancer Gene Census
ENSG00000132155	RAF1	Raf-1 proto-oncogene, serine/threonine kinase	3p25.2	protein_coding	5	969	0.52	144	16508	0.87	1094	168	15.36	133	12.16	5	Cancer Gene Census
ENSG00000135100	HNF1A	HNF1 homeobox A	12q24.31	protein_coding	5	969	0.52	221	16508	1.34	1094	164	14.99	155	14.17	5	Cancer Gene Census
ENSG00000136167	LCP1	lymphocyte cytosolic protein 1	13q14.13	protein_coding	5	969	0.52	163	16508	0.99	1094	78	7.13	403	36.84	5	Cancer Gene Census
ENSG00000138081	FBXO11	F-box protein 11	2p16.3	protein_coding	5	969	0.52	172	16508	1.04	1094	174	15.90	101	9.23	5	Cancer Gene Census
ENSG00000142611	PRDM16	PR/SET domain 16	1p36.32	protein_coding	5	969	0.52	380	16508	2.30	1094	81	7.40	353	32.27	5	Cancer Gene Census
ENSG00000142867	BCL10	BCL10 immune signaling adaptor	1p22.3	protein_coding	5	969	0.52	69	16508	0.42	1094	128	11.70	283	25.87	5	Cancer Gene Census
ENSG00000144476	ACKR3	atypical chemokine receptor 3	2q37.3	protein_coding	5	969	0.52	153	16508	0.93	1094	86	7.86	214	19.56	5	Cancer Gene Census
ENSG00000147403	RPL10	ribosomal protein L10	Xq28	protein_coding	5	969	0.52	127	16508	0.77	1094	0	0.00	0	0.00	5	Cancer Gene Census
ENSG00000152942	RAD17	RAD17 checkpoint clamp loader component	5q13.2	protein_coding	5	969	0.52	126	16508	0.76	1094	151	13.80	224	20.48	5	Cancer Gene Census
ENSG00000158715	SLC45A3	solute carrier family 45 member 3	1q32.1	protein_coding	5	969	0.52	137	16508	0.83	1094	782	71.48	11	1.01	5	Cancer Gene Census
ENSG00000159784	FAM131B	family with sequence similarity 131 member B	7q34	protein_coding	5	969	0.52	152	16508	0.92	1094	265	24.22	125	11.43	5	Cancer Gene Census
ENSG00000164683	HEY1	hes related family bHLH transcription factor with YRPW motif 1	8q21.13	protein_coding	5	969	0.52	76	16508	0.46	1094	582	53.20	33	3.02	5	Cancer Gene Census
ENSG00000168036	CTNNB1	catenin beta 1	3p22.1	protein_coding	5	969	0.52	548	16508	3.32	1094	101	9.23	229	20.93	5	Cancer Gene Census
ENSG00000169032	MAP2K1	mitogen-activated protein kinase kinase 1	15q22.31	protein_coding	5	969	0.52	148	16508	0.90	1094	100	9.14	236	21.57	6	Cancer Gene Census
ENSG00000170836	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D	17q23.2	protein_coding	5	969	0.52	154	16508	0.93	1094	391	35.74	109	9.96	5	Cancer Gene Census
ENSG00000171310	CHST11	carbohydrate sulfotransferase 11	12q23.3	protein_coding	5	969	0.52	127	16508	0.77	1094	158	14.44	149	13.62	5	Cancer Gene Census
ENSG00000171723	GPHN	gephyrin	14q23.3	protein_coding	5	969	0.52	215	16508	1.30	1094	125	11.43	258	23.58	5	Cancer Gene Census
ENSG00000174775	HRAS	HRas proto-oncogene, GTPase	11p15.5	protein_coding	5	969	0.52	163	16508	0.99	1094	131	11.97	248	22.67	5	Cancer Gene Census
ENSG00000182578	CSF1R	colony stimulating factor 1 receptor	5q32	protein_coding	5	969	0.52	247	16508	1.50	1094	183	16.73	168	15.36	5	Cancer Gene Census
ENSG00000182872	RBM10	RNA binding motif protein 10	Xp11.3	protein_coding	5	969	0.52	316	16508	1.91	1094	0	0.00	0	0.00	5	Cancer Gene Census
ENSG00000183742	MACC1	MET transcriptional regulator MACC1	7p21.1	protein_coding	5	969	0.52	234	16508	1.42	1094	317	28.98	81	7.40	5	Cancer Gene Census
ENSG00000184702	SEPTIN5	septin 5	22q11.21	protein_coding	5	969	0.52	116	16508	0.70	1094	109	9.96	365	33.36	5	Cancer Gene Census
ENSG00000185177	ZNF479	zinc finger protein 479	7p11.2	protein_coding	5	969	0.52	389	16508	2.36	1094	297	27.15	56	5.12	5	Cancer Gene Census
ENSG00000185811	IKZF1	IKAROS family zinc finger 1	7p12.2	protein_coding	5	969	0.52	338	16508	2.05	1094	293	26.78	70	6.40	5	Cancer Gene Census
ENSG00000196588	MRTFA	myocardin related transcription factor A	22q13.1, 22q13.2	protein_coding	5	969	0.52	205	16508	1.24	1094	111	10.15	418	38.21	5	Cancer Gene Census
ENSG00000203734	ECT2L	epithelial cell transforming 2 like	6q24.1	protein_coding	5	969	0.52	192	16508	1.16	1094	164	14.99	267	24.41	5	Cancer Gene Census
ENSG00000213672	NCKIPSD	NCK interacting protein with SH3 domain	3p21.31	protein_coding	5	969	0.52	119	16508	0.72	1094	82	7.50	274	25.05	5	Cancer Gene Census
ENSG00000221829	FANCG	FA complementation group G	9p13.3	protein_coding	5	969	0.52	114	16508	0.69	1094	175	16.00	199	18.19	5	Cancer Gene Census
ENSG00000002834	LASP1	LIM and SH3 protein 1	17q12	protein_coding	4	969	0.41	75	16508	0.45	1094	261	23.86	246	22.49	4	Cancer Gene Census
ENSG00000005073	HOXA11	homeobox A11	7p15.2	protein_coding	4	969	0.41	104	16508	0.63	1094	313	28.61	66	6.03	4	Cancer Gene Census
ENSG00000007312	CD79B	CD79b molecule	17q23.3	protein_coding	4	969	0.41	68	16508	0.41	1094	394	36.01	105	9.60	4	Cancer Gene Census
ENSG00000009709	PAX7	paired box 7	1p36.13	protein_coding	4	969	0.41	201	16508	1.22	1094	67	6.12	371	33.91	4	Cancer Gene Census
ENSG00000037280	FLT4	fms related receptor tyrosine kinase 4	5q35.3	protein_coding	4	969	0.41	477	16508	2.89	1094	230	21.02	136	12.43	4	Cancer Gene Census
ENSG00000047932	GOPC	golgi associated PDZ and coiled-coil motif containing	6q22.1	protein_coding	4	969	0.41	90	16508	0.55	1094	155	14.17	286	26.14	4	Cancer Gene Census
ENSG00000066455	GOLGA5	golgin A5	14q32.12	protein_coding	4	969	0.41	146	16508	0.88	1094	129	11.79	257	23.49	4	Cancer Gene Census
ENSG00000071564	TCF3	transcription factor 3	19p13.3	protein_coding	4	969	0.41	139	16508	0.84	1094	118	10.79	258	23.58	4	Cancer Gene Census
ENSG00000072694	FCGR2B	Fc fragment of IgG receptor IIb	1q23.3	protein_coding	4	969	0.41	96	16508	0.58	1094	756	69.10	13	1.19	4	Cancer Gene Census
ENSG00000073584	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	17q21.2	protein_coding	4	969	0.41	91	16508	0.55	1094	244	22.30	263	24.04	4	Cancer Gene Census
ENSG00000087088	BAX	BCL2 associated X, apoptosis regulator	19q13.33	protein_coding	4	969	0.41	78	16508	0.47	1094	218	19.93	121	11.06	5	Cancer Gene Census
ENSG00000088256	GNA11	G protein subunit alpha 11	19p13.3	protein_coding	4	969	0.41	123	16508	0.75	1094	136	12.43	234	21.39	4	Cancer Gene Census
ENSG00000100814	CCNB1IP1	cyclin B1 interacting protein 1	14q11.2	protein_coding	4	969	0.41	72	16508	0.44	1094	174	15.90	170	15.54	4	Cancer Gene Census
ENSG00000104419	NDRG1	N-myc downstream regulated 1	8q24.22	protein_coding	4	969	0.41	120	16508	0.73	1094	596	54.48	49	4.48	4	Cancer Gene Census
ENSG00000105619	TFPT	TCF3 fusion partner	19q13.42	protein_coding	4	969	0.41	68	16508	0.41	1094	253	23.13	94	8.59	3	Cancer Gene Census
ENSG00000105810	CDK6	cyclin dependent kinase 6	7q21.2	protein_coding	4	969	0.41	94	16508	0.57	1094	272	24.86	94	8.59	4	Cancer Gene Census
ENSG00000109906	ZBTB16	zinc finger and BTB domain containing 16	11q23.2	protein_coding	4	969	0.41	226	16508	1.37	1094	82	7.50	493	45.06	4	Cancer Gene Census
ENSG00000110367	DDX6	DEAD-box helicase 6	11q23.3	protein_coding	4	969	0.41	82	16508	0.50	1094	92	8.41	472	43.14	4	Cancer Gene Census
ENSG00000112576	CCND3	cyclin D3	6p21.1	protein_coding	4	969	0.41	104	16508	0.63	1094	225	20.57	125	11.43	4	Cancer Gene Census
ENSG00000115808	STRN	striatin	2p22.2	protein_coding	4	969	0.41	159	16508	0.96	1094	166	15.17	114	10.42	4	Cancer Gene Census
ENSG00000116560	SFPQ	splicing factor proline and glutamine rich	1p34.3	protein_coding	4	969	0.41	116	16508	0.70	1094	121	11.06	272	24.86	4	Cancer Gene Census
ENSG00000118689	FOXO3	forkhead box O3	6q21	protein_coding	4	969	0.41	125	16508	0.76	1094	166	15.17	307	28.06	4	Cancer Gene Census
ENSG00000121966	CXCR4	C-X-C motif chemokine receptor 4	2q22.1	protein_coding	4	969	0.41	134	16508	0.81	1094	95	8.68	173	15.81	4	Cancer Gene Census
ENSG00000122406	RPL5	ribosomal protein L5	1p22.1	protein_coding	4	969	0.41	161	16508	0.98	1094	125	11.43	293	26.78	4	Cancer Gene Census
ENSG00000122642	FKBP9	FKBP prolyl isomerase 9	7p14.3	protein_coding	4	969	0.41	153	16508	0.93	1094	312	28.52	69	6.31	4	Cancer Gene Census
ENSG00000125618	PAX8	paired box 8	2q14.1	protein_coding	4	969	0.41	139	16508	0.84	1094	71	6.49	96	8.78	4	Cancer Gene Census
ENSG00000126353	CCR7	C-C motif chemokine receptor 7	17q21.2	protein_coding	4	969	0.41	94	16508	0.57	1094	243	22.21	262	23.95	4	Cancer Gene Census
ENSG00000131759	RARA	retinoic acid receptor alpha	17q21.2	protein_coding	4	969	0.41	147	16508	0.89	1094	254	23.22	251	22.94	4	Cancer Gene Census
ENSG00000135679	MDM2	MDM2 proto-oncogene	12q15	protein_coding	4	969	0.41	111	16508	0.67	1094	228	20.84	72	6.58	4	Cancer Gene Census
ENSG00000136754	ABI1	abl interactor 1	10p12.1	protein_coding	4	969	0.41	93	16508	0.56	1094	218	19.93	112	10.24	4	Cancer Gene Census
ENSG00000138115	CYP2C8	cytochrome P450 family 2 subfamily C member 8	10q23.33	protein_coding	4	969	0.41	176	16508	1.07	1094	84	7.68	209	19.10	4	Cancer Gene Census
ENSG00000138376	BARD1	BRCA1 associated RING domain 1	2q35	protein_coding	4	969	0.41	194	16508	1.18	1094	104	9.51	172	15.72	4	Cancer Gene Census
ENSG00000138698	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	4q23	protein_coding	4	969	0.41	134	16508	0.81	1094	94	8.59	231	21.12	5	Cancer Gene Census
ENSG00000139163	ETNK1	ethanolamine kinase 1	12p12.1	protein_coding	4	969	0.41	109	16508	0.66	1094	212	19.38	110	10.05	4	Cancer Gene Census
ENSG00000140464	PML	PML nuclear body scaffold	15q24.1	protein_coding	4	969	0.41	263	16508	1.59	1094	114	10.42	222	20.29	4	Cancer Gene Census
ENSG00000140577	CRTC3	CREB regulated transcription coactivator 3	15q26.1	protein_coding	4	969	0.41	132	16508	0.80	1094	154	14.08	197	18.01	4	Cancer Gene Census
ENSG00000141867	BRD4	bromodomain containing 4	19p13.12	protein_coding	4	969	0.41	265	16508	1.61	1094	213	19.47	130	11.88	4	Cancer Gene Census
ENSG00000143294	PRCC	proline rich mitotic checkpoint control factor	1q23.1	protein_coding	4	969	0.41	117	16508	0.71	1094	740	67.64	17	1.55	3	Cancer Gene Census
ENSG00000147140	NONO	non-POU domain containing octamer binding	Xq13.1	protein_coding	4	969	0.41	148	16508	0.90	1094	0	0.00	0	0.00	4	Cancer Gene Census
ENSG00000147655	RSPO2	R-spondin 2	8q23.1	protein_coding	4	969	0.41	138	16508	0.84	1094	626	57.22	29	2.65	4	Cancer Gene Census
ENSG00000150457	LATS2	large tumor suppressor kinase 2	13q12.11	protein_coding	4	969	0.41	260	16508	1.57	1094	103	9.41	348	31.81	7	Cancer Gene Census
ENSG00000152207	CYSLTR2	cysteinyl leukotriene receptor 2	13q14.2	protein_coding	4	969	0.41	114	16508	0.69	1094	72	6.58	411	37.57	4	Cancer Gene Census
ENSG00000157933	SKI	SKI proto-oncogene	1p36.33, 1p36.32	protein_coding	4	969	0.41	116	16508	0.70	1094	21	1.92	73	6.67	4	Cancer Gene Census
ENSG00000158169	FANCC	FA complementation group C	9q22.32	protein_coding	4	969	0.41	121	16508	0.73	1094	132	12.07	221	20.20	5	Cancer Gene Census
ENSG00000161547	SRSF2	serine and arginine rich splicing factor 2	17q25.1	protein_coding	4	969	0.41	76	16508	0.46	1094	365	33.36	128	11.70	4	Cancer Gene Census
ENSG00000162924	REL	REL proto-oncogene, NF-kB subunit	2p16.1	protein_coding	4	969	0.41	128	16508	0.78	1094	181	16.54	108	9.87	4	Cancer Gene Census
ENSG00000163655	GMPS	guanine monophosphate synthase	3q25.31	protein_coding	4	969	0.41	168	16508	1.02	1094	265	24.22	56	5.12	5	Cancer Gene Census
ENSG00000163902	RPN1	ribophorin I	3q21.3	protein_coding	4	969	0.41	97	16508	0.59	1094	200	18.28	89	8.14	4	Cancer Gene Census
ENSG00000165025	SYK	spleen associated tyrosine kinase	9q22.2	protein_coding	4	969	0.41	178	16508	1.08	1094	134	12.25	206	18.83	4	Cancer Gene Census
ENSG00000166886	NAB2	NGFI-A binding protein 2	12q13.3	protein_coding	4	969	0.41	108	16508	0.65	1094	171	15.63	102	9.32	5	Cancer Gene Census
ENSG00000166949	SMAD3	SMAD family member 3	15q22.33	protein_coding	4	969	0.41	160	16508	0.97	1094	98	8.96	238	21.76	4	Cancer Gene Census
ENSG00000167751	KLK2	kallikrein related peptidase 2	19q13.33	protein_coding	4	969	0.41	97	16508	0.59	1094	231	21.12	103	9.41	4	Cancer Gene Census
ENSG00000168411	RFWD3	ring finger and WD repeat domain 3	16q23.1	protein_coding	4	969	0.41	126	16508	0.76	1094	99	9.05	601	54.94	4	Cancer Gene Census
ENSG00000169184	MN1	MN1 proto-oncogene, transcriptional regulator	22q12.1	protein_coding	4	969	0.41	294	16508	1.78	1094	109	9.96	398	36.38	4	Cancer Gene Census
ENSG00000169925	BRD3	bromodomain containing 3	9q34.2	protein_coding	4	969	0.41	188	16508	1.14	1094	135	12.34	210	19.20	5	Cancer Gene Census
ENSG00000171302	CANT1	calcium activated nucleotidase 1	17q25.3	protein_coding	4	969	0.41	102	16508	0.62	1094	354	32.36	133	12.16	4	Cancer Gene Census
ENSG00000172175	MALT1	MALT1 paracaspase	18q21.32	protein_coding	4	969	0.41	142	16508	0.86	1094	143	13.07	283	25.87	4	Cancer Gene Census
ENSG00000175329	ISX	intestine specific homeobox	22q12.3	protein_coding	4	969	0.41	109	16508	0.66	1094	105	9.60	410	37.48	4	Cancer Gene Census
ENSG00000177606	JUN	Jun proto-oncogene, AP-1 transcription factor subunit	1p32.1	protein_coding	4	969	0.41	86	16508	0.52	1094	150	13.71	253	23.13	4	Cancer Gene Census
ENSG00000178053	MLF1	myeloid leukemia factor 1	3q25.32	protein_coding	4	969	0.41	96	16508	0.58	1094	264	24.13	58	5.30	4	Cancer Gene Census
ENSG00000179295	PTPN11	protein tyrosine phosphatase non-receptor type 11	12q24.13	protein_coding	4	969	0.41	341	16508	2.07	1094	154	14.08	153	13.99	4	Cancer Gene Census
ENSG00000179348	GATA2	GATA binding protein 2	3q21.3	protein_coding	4	969	0.41	130	16508	0.79	1094	201	18.37	91	8.32	4	Cancer Gene Census
ENSG00000180611	MB21D2	Mab-21 domain containing 2	3q29	protein_coding	4	969	0.41	198	16508	1.20	1094	285	26.05	58	5.30	4	Cancer Gene Census
ENSG00000181449	SOX2	SRY-box transcription factor 2	3q26.33	protein_coding	4	969	0.41	114	16508	0.69	1094	267	24.41	46	4.20	4	Cancer Gene Census
ENSG00000182162	P2RY8	P2Y receptor family member 8	Xp22.33	protein_coding	4	969	0.41	232	16508	1.41	1094	0	0.00	0	0.00	5	Cancer Gene Census
ENSG00000186575	NF2	neurofibromin 2	22q12.2	protein_coding	4	969	0.41	198	16508	1.20	1094	112	10.24	408	37.29	4	Cancer Gene Census
ENSG00000186716	BCR	BCR activator of RhoGEF and GTPase	22q11.23	protein_coding	4	969	0.41	275	16508	1.67	1094	115	10.51	379	34.64	4	Cancer Gene Census
